date,source,symbol,price_low,price_mid,price_high,currency,unit,price_low_usd_mt,price_mid_usd_mt,price_high_usd_mt
2025-01-02,Synthetic_Historical,rebar_uae_import,522.6969428027669,525.3235606057959,527.950178408825,USD,mt,522.6969428027669,525.3235606057959,527.950178408825
2025-01-03,Synthetic_Historical,rebar_uae_import,514.5819295414339,517.1677683833506,519.7536072252673,USD,mt,514.5819295414339,517.1677683833506,519.7536072252673
2025-01-04,Synthetic_Historical,rebar_uae_import,528.8561323364509,531.5137008406541,534.1712693448574,USD,mt,528.8561323364509,531.5137008406541,534.1712693448574
2025-01-05,Synthetic_Historical,rebar_uae_import,521.975062389678,524.5980526529427,527.2210429162074,USD,mt,521.975062389678,524.5980526529427,527.2210429162074
2025-01-06,Synthetic_Historical,rebar_uae_import,519.2750825354148,521.8845050607183,524.4939275860219,USD,mt,519.2750825354148,521.8845050607183,524.4939275860219
2025-01-07,Synthetic_Historical,rebar_uae_import,526.8707161147726,529.5183076530377,532.1658991913029,USD,mt,526.8707161147726,529.5183076530377,532.1658991913029
2025-01-08,Synthetic_Historical,rebar_uae_import,515.9293612582425,518.5219711138116,521.1145809693807,USD,mt,515.9293612582425,518.5219711138116,521.1145809693807
2025-01-09,Synthetic_Historical,rebar_uae_import,518.2097317352174,520.8138007389119,523.4178697426065,USD,mt,518.2097317352174,520.8138007389119,523.4178697426065
2025-01-10,Synthetic_Historical,rebar_uae_import,530.2786089298661,532.9433255576544,535.6080421854426,USD,mt,530.2786089298661,532.9433255576544,535.6080421854426
2025-01-11,Synthetic_Historical,rebar_uae_import,515.9197443664707,518.5123058959505,521.1048674254303,USD,mt,515.9197443664707,518.5123058959505,521.1048674254303
2025-01-12,Synthetic_Historical,rebar_uae_import,517.808783543672,520.4108377323337,523.0128919209953,USD,mt,517.808783543672,520.4108377323337,523.0128919209953
2025-01-13,Synthetic_Historical,rebar_uae_import,520.3788906578451,522.9938599576333,525.6088292574215,USD,mt,520.3788906578451,522.9938599576333,525.6088292574215
2025-01-14,Synthetic_Historical,rebar_uae_import,527.680087207056,530.3317459367397,532.9834046664234,USD,mt,527.680087207056,530.3317459367397,532.9834046664234
2025-01-15,Synthetic_Historical,rebar_uae_import,516.6757824502376,519.272143166068,521.8685038818983,USD,mt,516.6757824502376,519.272143166068,521.8685038818983
2025-01-16,Synthetic_Historical,rebar_uae_import,504.9128291300573,507.4500795276958,509.9873299253343,USD,mt,504.9128291300573,507.4500795276958,509.9873299253343
2025-01-17,Synthetic_Historical,rebar_uae_import,509.8531812635533,512.4152575513099,514.9773338390664,USD,mt,509.8531812635533,512.4152575513099,514.9773338390664
2025-01-18,Synthetic_Historical,rebar_uae_import,512.7521621905526,515.3288062216609,517.9054502527692,USD,mt,512.7521621905526,515.3288062216609,517.9054502527692
2025-01-19,Synthetic_Historical,rebar_uae_import,515.2278066058533,517.8168910611591,520.405975516465,USD,mt,515.2278066058533,517.8168910611591,520.405975516465
2025-01-20,Synthetic_Historical,rebar_uae_import,518.5715778025941,521.1774651282353,523.7833524538765,USD,mt,518.5715778025941,521.1774651282353,523.7833524538765
2025-01-21,Synthetic_Historical,rebar_uae_import,512.606392782974,515.1823043044965,517.758215826019,USD,mt,512.606392782974,515.1823043044965,517.758215826019
2025-01-22,Synthetic_Historical,rebar_uae_import,514.9106936114913,517.4981845341621,520.0856754568329,USD,mt,514.9106936114913,517.4981845341621,520.0856754568329
2025-01-23,Synthetic_Historical,rebar_uae_import,517.7642542905843,520.366084714155,522.9679151377258,USD,mt,517.7642542905843,520.366084714155,522.9679151377258
2025-01-24,Synthetic_Historical,rebar_uae_import,511.48129133125383,514.051549076637,516.6218068220202,USD,mt,511.48129133125383,514.051549076637,516.6218068220202
2025-01-25,Synthetic_Historical,rebar_uae_import,528.5898014196825,531.2460315775704,533.9022617354583,USD,mt,528.5898014196825,531.2460315775704,533.9022617354583
2025-01-26,Synthetic_Historical,rebar_uae_import,533.0752039988007,535.7539738681414,538.4327437374822,USD,mt,533.0752039988007,535.7539738681414,538.4327437374822
2025-01-27,Synthetic_Historical,rebar_uae_import,522.4603667550134,525.0857957336818,527.7112247123503,USD,mt,522.4603667550134,525.0857957336818,527.7112247123503
2025-01-28,Synthetic_Historical,rebar_uae_import,528.5972912802282,531.2535590756063,533.9098268709844,USD,mt,528.5972912802282,531.2535590756063,533.9098268709844
2025-01-29,Synthetic_Historical,rebar_uae_import,519.9411740212189,522.5539437399185,525.1667134586181,USD,mt,519.9411740212189,522.5539437399185,525.1667134586181
2025-01-30,Synthetic_Historical,rebar_uae_import,527.2560584604435,529.9055863924054,532.5551143243674,USD,mt,527.2560584604435,529.9055863924054,532.5551143243674
2025-01-31,Synthetic_Historical,rebar_uae_import,537.936497997553,540.6396964799528,543.3428949623526,USD,mt,537.936497997553,540.6396964799528,543.3428949623526
2025-02-01,Synthetic_Historical,rebar_uae_import,530.6679490136205,533.3346221242417,536.0012952348629,USD,mt,530.6679490136205,533.3346221242417,536.0012952348629
2025-02-02,Synthetic_Historical,rebar_uae_import,539.5722599935084,542.2836783854356,544.9950967773627,USD,mt,539.5722599935084,542.2836783854356,544.9950967773627
2025-02-03,Synthetic_Historical,rebar_uae_import,543.4811861776572,546.2122474147308,548.9433086518044,USD,mt,543.4811861776572,546.2122474147308,548.9433086518044
2025-02-04,Synthetic_Historical,rebar_uae_import,551.0977639877246,553.8670994851504,556.6364349825762,USD,mt,551.0977639877246,553.8670994851504,556.6364349825762
2025-02-05,Synthetic_Historical,rebar_uae_import,568.455535403424,571.3120958828382,574.1686563622524,USD,mt,568.455535403424,571.3120958828382,574.1686563622524
2025-02-06,Synthetic_Historical,rebar_uae_import,566.3868598211719,569.2330249459014,572.079190070631,USD,mt,566.3868598211719,569.2330249459014,572.079190070631
2025-02-07,Synthetic_Historical,rebar_uae_import,559.7055172722247,562.5181078112811,565.3306983503375,USD,mt,559.7055172722247,562.5181078112811,565.3306983503375
2025-02-08,Synthetic_Historical,rebar_uae_import,551.7894936121443,554.5623051378334,557.3351166635225,USD,mt,551.7894936121443,554.5623051378334,557.3351166635225
2025-02-09,Synthetic_Historical,rebar_uae_import,544.5380727402467,547.274444965072,550.0108171898974,USD,mt,544.5380727402467,547.274444965072,550.0108171898974
2025-02-10,Synthetic_Historical,rebar_uae_import,543.9807293367274,546.7143008409321,549.4478723451367,USD,mt,543.9807293367274,546.7143008409321,549.4478723451367
2025-02-11,Synthetic_Historical,rebar_uae_import,547.2118411088165,549.9616493555945,552.7114576023725,USD,mt,547.2118411088165,549.9616493555945,552.7114576023725
