date,source,symbol,price_low,price_mid,price_high,currency,unit,price_low_usd_mt,price_mid_usd_mt,price_high_usd_mt,description
2024-08-31,Synthetic_External,rebar_uae_import,658.8555288935387,662.1663606970238,665.477192500509,USD,USD/mt,658.8555288935387,662.1663606970238,665.477192500509,UAE Rebar Import CFR Jebel Ali
2024-09-01,Synthetic_External,rebar_uae_import,654.3675700196561,657.655849265986,660.944128512316,USD,USD/mt,654.3675700196561,657.655849265986,660.944128512316,UAE Rebar Import CFR Jebel Ali
2024-09-02,Synthetic_External,rebar_uae_import,649.8638370908907,653.129484513458,656.3951319360253,USD,USD/mt,649.8638370908907,653.129484513458,656.3951319360253,UAE Rebar Import CFR Jebel Ali
2024-09-03,Synthetic_External,rebar_uae_import,651.7819402192401,655.0572263509952,658.3325124827502,USD,USD/mt,651.7819402192401,655.0572263509952,658.3325124827502,UAE Rebar Import CFR Jebel Ali
2024-09-04,Synthetic_External,rebar_uae_import,634.1638767403067,637.3506298897555,640.5373830392043,USD,USD/mt,634.1638767403067,637.3506298897555,640.5373830392043,UAE Rebar Import CFR Jebel Ali
2024-09-05,Synthetic_External,rebar_uae_import,618.259010387662,621.3658395855899,624.4726687835179,USD,USD/mt,618.259010387662,621.3658395855899,624.4726687835179,UAE Rebar Import CFR Jebel Ali
2024-09-06,Synthetic_External,rebar_uae_import,612.9010099832977,615.9809145560781,619.0608191288585,USD,USD/mt,612.9010099832977,615.9809145560781,619.0608191288585,UAE Rebar Import CFR Jebel Ali
2024-09-07,Synthetic_External,rebar_uae_import,603.4633698041099,606.4958490493567,609.5283282946035,USD,USD/mt,603.4633698041099,606.4958490493567,609.5283282946035,UAE Rebar Import CFR Jebel Ali
2024-09-08,Synthetic_External,rebar_uae_import,606.0637173722797,609.1092636907334,612.1548100091871,USD,USD/mt,606.0637173722797,609.1092636907334,612.1548100091871,UAE Rebar Import CFR Jebel Ali
2024-09-09,Synthetic_External,rebar_uae_import,597.5872947674105,600.5902459973975,603.5931972273844,USD,USD/mt,597.5872947674105,600.5902459973975,603.5931972273844,UAE Rebar Import CFR Jebel Ali
2024-09-10,Synthetic_External,rebar_uae_import,584.5441249141944,587.4815325770799,590.4189402399653,USD,USD/mt,584.5441249141944,587.4815325770799,590.4189402399653,UAE Rebar Import CFR Jebel Ali
2024-09-11,Synthetic_External,rebar_uae_import,597.6007295101854,600.6037482514425,603.6067669926997,USD,USD/mt,597.6007295101854,600.6037482514425,603.6067669926997,UAE Rebar Import CFR Jebel Ali
2024-09-12,Synthetic_External,rebar_uae_import,595.3268810139891,598.3184733808936,601.310065747798,USD,USD/mt,595.3268810139891,598.3184733808936,601.310065747798,UAE Rebar Import CFR Jebel Ali
2024-09-13,Synthetic_External,rebar_uae_import,595.7180298002805,598.7115877389754,601.7051456776702,USD,USD/mt,595.7180298002805,598.7115877389754,601.7051456776702,UAE Rebar Import CFR Jebel Ali
2024-09-14,Synthetic_External,rebar_uae_import,582.5844551842654,585.5120152605682,588.439575336871,USD,USD/mt,582.5844551842654,585.5120152605682,588.439575336871,UAE Rebar Import CFR Jebel Ali
2024-09-15,Synthetic_External,rebar_uae_import,577.4387805791634,580.3404829941342,583.2421854091049,USD,USD/mt,577.4387805791634,580.3404829941342,583.2421854091049,UAE Rebar Import CFR Jebel Ali
2024-09-16,Synthetic_External,rebar_uae_import,578.2404260366616,581.1461568207654,584.0518876048693,USD,USD/mt,578.2404260366616,581.1461568207654,584.0518876048693,UAE Rebar Import CFR Jebel Ali
2024-09-17,Synthetic_External,rebar_uae_import,567.6060888626064,570.4583807664386,573.3106726702708,USD,USD/mt,567.6060888626064,570.4583807664386,573.3106726702708,UAE Rebar Import CFR Jebel Ali
2024-09-18,Synthetic_External,rebar_uae_import,570.8199243076594,573.6883661383512,576.5568079690429,USD,USD/mt,570.8199243076594,573.6883661383512,576.5568079690429,UAE Rebar Import CFR Jebel Ali
2024-09-19,Synthetic_External,rebar_uae_import,565.1871524254273,568.0272888697762,570.8674253141251,USD,USD/mt,565.1871524254273,568.0272888697762,570.8674253141251,UAE Rebar Import CFR Jebel Ali
2024-09-20,Synthetic_External,rebar_uae_import,562.3613611270324,565.1872976151079,568.0132341031834,USD,USD/mt,562.3613611270324,565.1872976151079,568.0132341031834,UAE Rebar Import CFR Jebel Ali
2024-09-21,Synthetic_External,rebar_uae_import,556.7305165192683,559.5281573057973,562.3257980923263,USD,USD/mt,556.7305165192683,559.5281573057973,562.3257980923263,UAE Rebar Import CFR Jebel Ali
2024-09-22,Synthetic_External,rebar_uae_import,573.3556287229782,576.2368127869128,579.1179968508474,USD,USD/mt,573.3556287229782,576.2368127869128,579.1179968508474,UAE Rebar Import CFR Jebel Ali
2024-09-23,Synthetic_External,rebar_uae_import,573.0697163029042,575.9494636210093,578.8292109391143,USD,USD/mt,573.0697163029042,575.9494636210093,578.8292109391143,UAE Rebar Import CFR Jebel Ali
2024-09-24,Synthetic_External,rebar_uae_import,563.3218405265118,566.152603544233,568.9833665619542,USD,USD/mt,563.3218405265118,566.152603544233,568.9833665619542,UAE Rebar Import CFR Jebel Ali
2024-09-25,Synthetic_External,rebar_uae_import,570.6279948814903,573.4954722427038,576.3629496039174,USD,USD/mt,570.6279948814903,573.4954722427038,576.3629496039174,UAE Rebar Import CFR Jebel Ali
2024-09-26,Synthetic_External,rebar_uae_import,559.4127499536179,562.2238693001185,565.0349886466191,USD,USD/mt,559.4127499536179,562.2238693001185,565.0349886466191,UAE Rebar Import CFR Jebel Ali
2024-09-27,Synthetic_External,rebar_uae_import,561.1664557766305,563.9863877152065,566.8063196537826,USD,USD/mt,561.1664557766305,563.9863877152065,566.8063196537826,UAE Rebar Import CFR Jebel Ali
2024-09-28,Synthetic_External,rebar_uae_import,543.2640920972591,545.9940624093056,548.724032721352,USD,USD/mt,543.2640920972591,545.9940624093056,548.724032721352,UAE Rebar Import CFR Jebel Ali
2024-09-29,Synthetic_External,rebar_uae_import,531.0932491819742,533.762059479371,536.4308697767678,USD,USD/mt,531.0932491819742,533.762059479371,536.4308697767678,UAE Rebar Import CFR Jebel Ali
2024-09-30,Synthetic_External,rebar_uae_import,532.7558109902513,535.4329758695993,538.1101407489473,USD,USD/mt,532.7558109902513,535.4329758695993,538.1101407489473,UAE Rebar Import CFR Jebel Ali
2024-10-01,Synthetic_External,rebar_uae_import,539.3349713482587,542.0451973349334,544.7554233216081,USD,USD/mt,539.3349713482587,542.0451973349334,544.7554233216081,UAE Rebar Import CFR Jebel Ali
2024-10-02,Synthetic_External,rebar_uae_import,540.7781823090207,543.4956606120811,546.2131389151415,USD,USD/mt,540.7781823090207,543.4956606120811,546.2131389151415,UAE Rebar Import CFR Jebel Ali
2024-10-03,Synthetic_External,rebar_uae_import,539.6249244032981,542.3366074405006,545.0482904777032,USD,USD/mt,539.6249244032981,542.3366074405006,545.0482904777032,UAE Rebar Import CFR Jebel Ali
2024-10-04,Synthetic_External,rebar_uae_import,536.7960414305144,539.4935089753914,542.1909765202684,USD,USD/mt,536.7960414305144,539.4935089753914,542.1909765202684,UAE Rebar Import CFR Jebel Ali
2024-10-05,Synthetic_External,rebar_uae_import,523.2974613930007,525.9270968773876,528.5567323617745,USD,USD/mt,523.2974613930007,525.9270968773876,528.5567323617745,UAE Rebar Import CFR Jebel Ali
2024-10-06,Synthetic_External,rebar_uae_import,516.6836381218882,519.2800383134554,521.8764385050226,USD,USD/mt,516.6836381218882,519.2800383134554,521.8764385050226,UAE Rebar Import CFR Jebel Ali
2024-10-07,Synthetic_External,rebar_uae_import,512.4258770552916,515.0008814626046,517.5758858699177,USD,USD/mt,512.4258770552916,515.0008814626046,517.5758858699177,UAE Rebar Import CFR Jebel Ali
2024-10-08,Synthetic_External,rebar_uae_import,521.9354110254579,524.5582020356361,527.1809930458143,USD,USD/mt,521.9354110254579,524.5582020356361,527.1809930458143,UAE Rebar Import CFR Jebel Ali
2024-10-09,Synthetic_External,rebar_uae_import,524.9814868294301,527.619584753196,530.257682676962,USD,USD/mt,524.9814868294301,527.619584753196,530.257682676962,UAE Rebar Import CFR Jebel Ali
2024-10-10,Synthetic_External,rebar_uae_import,508.9324443810395,511.48989385029097,514.0473433195424,USD,USD/mt,508.9324443810395,511.48989385029097,514.0473433195424,UAE Rebar Import CFR Jebel Ali
2024-10-11,Synthetic_External,rebar_uae_import,511.81303117125555,514.3849559510106,516.9568807307656,USD,USD/mt,511.81303117125555,514.3849559510106,516.9568807307656,UAE Rebar Import CFR Jebel Ali
2024-10-12,Synthetic_External,rebar_uae_import,508.2694384648059,510.82355624603605,513.3776740272663,USD,USD/mt,508.2694384648059,510.82355624603605,513.3776740272663,UAE Rebar Import CFR Jebel Ali
2024-10-13,Synthetic_External,rebar_uae_import,502.0855194336881,504.60856224491266,507.13160505613723,USD,USD/mt,502.0855194336881,504.60856224491266,507.13160505613723,UAE Rebar Import CFR Jebel Ali
2024-10-14,Synthetic_External,rebar_uae_import,507.59098462792633,510.1416930933933,512.6924015588603,USD,USD/mt,507.59098462792633,510.1416930933933,512.6924015588603,UAE Rebar Import CFR Jebel Ali
2024-10-15,Synthetic_External,rebar_uae_import,516.9041476464404,519.5016559260707,522.0991642057011,USD,USD/mt,516.9041476464404,519.5016559260707,522.0991642057011,UAE Rebar Import CFR Jebel Ali
2024-10-16,Synthetic_External,rebar_uae_import,525.3188558417322,527.958649087168,530.5984423326039,USD,USD/mt,525.3188558417322,527.958649087168,530.5984423326039,UAE Rebar Import CFR Jebel Ali
2024-10-17,Synthetic_External,rebar_uae_import,517.6862401596476,520.2876785524096,522.8891169451716,USD,USD/mt,517.6862401596476,520.2876785524096,522.8891169451716,UAE Rebar Import CFR Jebel Ali
2024-10-18,Synthetic_External,rebar_uae_import,514.8647867484834,517.4520469834005,520.0393072183175,USD,USD/mt,514.8647867484834,517.4520469834005,520.0393072183175,UAE Rebar Import CFR Jebel Ali
2024-10-19,Synthetic_External,rebar_uae_import,517.8560956415286,520.4583875794257,523.0606795173228,USD,USD/mt,517.8560956415286,520.4583875794257,523.0606795173228,UAE Rebar Import CFR Jebel Ali
2024-10-20,Synthetic_External,rebar_uae_import,526.694642394333,529.3413491400331,531.9880558857333,USD,USD/mt,526.694642394333,529.3413491400331,531.9880558857333,UAE Rebar Import CFR Jebel Ali
2024-10-21,Synthetic_External,rebar_uae_import,522.3488817276469,524.9737504800472,527.5986192324475,USD,USD/mt,522.3488817276469,524.9737504800472,527.5986192324475,UAE Rebar Import CFR Jebel Ali
2024-10-22,Synthetic_External,rebar_uae_import,520.6699122402723,523.2863439600727,525.9027756798731,USD,USD/mt,520.6699122402723,523.2863439600727,525.9027756798731,UAE Rebar Import CFR Jebel Ali
2024-10-23,Synthetic_External,rebar_uae_import,510.64870055456055,513.214774426694,515.7808482988274,USD,USD/mt,510.64870055456055,513.214774426694,515.7808482988274,UAE Rebar Import CFR Jebel Ali
2024-10-24,Synthetic_External,rebar_uae_import,499.818059017608,502.3297075553849,504.84135609316183,USD,USD/mt,499.818059017608,502.3297075553849,504.84135609316183,UAE Rebar Import CFR Jebel Ali
2024-10-25,Synthetic_External,rebar_uae_import,507.20585945650794,509.75463261960596,512.303405782704,USD,USD/mt,507.20585945650794,509.75463261960596,512.303405782704,UAE Rebar Import CFR Jebel Ali
2024-10-26,Synthetic_External,rebar_uae_import,519.5288310992506,522.1395287429655,524.7502263866803,USD,USD/mt,519.5288310992506,522.1395287429655,524.7502263866803,UAE Rebar Import CFR Jebel Ali
2024-10-27,Synthetic_External,rebar_uae_import,518.907252839049,521.5148269739185,524.122401108788,USD,USD/mt,518.907252839049,521.5148269739185,524.122401108788,UAE Rebar Import CFR Jebel Ali
2024-10-28,Synthetic_External,rebar_uae_import,528.0428157501019,530.6962972362833,533.3497787224646,USD,USD/mt,528.0428157501019,530.6962972362833,533.3497787224646,UAE Rebar Import CFR Jebel Ali
2024-10-29,Synthetic_External,rebar_uae_import,531.3635530024596,534.0337216105122,536.7038902185648,USD,USD/mt,531.3635530024596,534.0337216105122,536.7038902185648,UAE Rebar Import CFR Jebel Ali
2024-10-30,Synthetic_External,rebar_uae_import,525.5612634806911,528.2022748549659,530.8432862292408,USD,USD/mt,525.5612634806911,528.2022748549659,530.8432862292408,UAE Rebar Import CFR Jebel Ali
2024-10-31,Synthetic_External,rebar_uae_import,528.8901010380409,531.5478402392371,534.2055794404332,USD,USD/mt,528.8901010380409,531.5478402392371,534.2055794404332,UAE Rebar Import CFR Jebel Ali
2024-11-01,Synthetic_External,rebar_uae_import,542.8925326071932,545.6206357861238,548.3487389650544,USD,USD/mt,542.8925326071932,545.6206357861238,548.3487389650544,UAE Rebar Import CFR Jebel Ali
2024-11-02,Synthetic_External,rebar_uae_import,542.6298614989822,545.3566447225952,548.0834279462082,USD,USD/mt,542.6298614989822,545.3566447225952,548.0834279462082,UAE Rebar Import CFR Jebel Ali
2024-11-03,Synthetic_External,rebar_uae_import,556.8835060434658,559.6819156215737,562.4803251996816,USD,USD/mt,556.8835060434658,559.6819156215737,562.4803251996816,UAE Rebar Import CFR Jebel Ali
2024-11-04,Synthetic_External,rebar_uae_import,533.2024604727146,535.8818698218238,538.561279170933,USD,USD/mt,533.2024604727146,535.8818698218238,538.561279170933,UAE Rebar Import CFR Jebel Ali
2024-11-05,Synthetic_External,rebar_uae_import,540.7314627474498,543.448706278844,546.1659498102383,USD,USD/mt,540.7314627474498,543.448706278844,546.1659498102383,UAE Rebar Import CFR Jebel Ali
2024-11-06,Synthetic_External,rebar_uae_import,541.602362194294,544.323982104818,547.0456020153421,USD,USD/mt,541.602362194294,544.323982104818,547.0456020153421,UAE Rebar Import CFR Jebel Ali
2024-11-07,Synthetic_External,rebar_uae_import,538.9776558207955,541.6860862520557,544.3945166833159,USD,USD/mt,538.9776558207955,541.6860862520557,544.3945166833159,UAE Rebar Import CFR Jebel Ali
2024-11-08,Synthetic_External,rebar_uae_import,539.9006836797457,542.6137524419555,545.3268212041653,USD,USD/mt,539.9006836797457,542.6137524419555,545.3268212041653,UAE Rebar Import CFR Jebel Ali
2024-11-09,Synthetic_External,rebar_uae_import,521.9751604354346,524.5981511913916,527.2211419473485,USD,USD/mt,521.9751604354346,524.5981511913916,527.2211419473485,UAE Rebar Import CFR Jebel Ali
2024-11-10,Synthetic_External,rebar_uae_import,520.0835861241719,522.6970714815798,525.3105568389876,USD,USD/mt,520.0835861241719,522.6970714815798,525.3105568389876,UAE Rebar Import CFR Jebel Ali
2024-11-11,Synthetic_External,rebar_uae_import,523.4261520340951,526.0564342051207,528.6867163761463,USD,USD/mt,523.4261520340951,526.0564342051207,528.6867163761463,UAE Rebar Import CFR Jebel Ali
2024-11-12,Synthetic_External,rebar_uae_import,536.9351782575667,539.6333449824791,542.3315117073915,USD,USD/mt,536.9351782575667,539.6333449824791,542.3315117073915,UAE Rebar Import CFR Jebel Ali
2024-11-13,Synthetic_External,rebar_uae_import,532.3494444752629,535.024567311822,537.6996901483811,USD,USD/mt,532.3494444752629,535.024567311822,537.6996901483811,UAE Rebar Import CFR Jebel Ali
2024-11-14,Synthetic_External,rebar_uae_import,525.1365405873619,527.7754176757405,530.4142947641192,USD,USD/mt,525.1365405873619,527.7754176757405,530.4142947641192,UAE Rebar Import CFR Jebel Ali
2024-11-15,Synthetic_External,rebar_uae_import,520.7089944080756,523.325622520679,525.9422506332824,USD,USD/mt,520.7089944080756,523.325622520679,525.9422506332824,UAE Rebar Import CFR Jebel Ali
2024-11-16,Synthetic_External,rebar_uae_import,529.1348663372246,531.7938355147986,534.4528046923726,USD,USD/mt,529.1348663372246,531.7938355147986,534.4528046923726,UAE Rebar Import CFR Jebel Ali
2024-11-17,Synthetic_External,rebar_uae_import,532.2456616545401,534.920262969387,537.5948642842338,USD,USD/mt,532.2456616545401,534.920262969387,537.5948642842338,UAE Rebar Import CFR Jebel Ali
2024-11-18,Synthetic_External,rebar_uae_import,527.5763656087513,530.2275031243731,532.878640639995,USD,USD/mt,527.5763656087513,530.2275031243731,532.878640639995,UAE Rebar Import CFR Jebel Ali
2024-11-19,Synthetic_External,rebar_uae_import,532.3680374840006,535.0432537527645,537.7184700215283,USD,USD/mt,532.3680374840006,535.0432537527645,537.7184700215283,UAE Rebar Import CFR Jebel Ali
2024-11-20,Synthetic_External,rebar_uae_import,533.3899665334741,536.0703181240946,538.7506697147151,USD,USD/mt,533.3899665334741,536.0703181240946,538.7506697147151,UAE Rebar Import CFR Jebel Ali
2024-11-21,Synthetic_External,rebar_uae_import,542.3180901160652,545.0433066493117,547.7685231825583,USD,USD/mt,542.3180901160652,545.0433066493117,547.7685231825583,UAE Rebar Import CFR Jebel Ali
2024-11-22,Synthetic_External,rebar_uae_import,536.1017666708798,538.7957453978692,541.4897241248585,USD,USD/mt,536.1017666708798,538.7957453978692,541.4897241248585,UAE Rebar Import CFR Jebel Ali
2024-11-23,Synthetic_External,rebar_uae_import,533.2836106113339,535.9634277500843,538.6432448888347,USD,USD/mt,533.2836106113339,535.9634277500843,538.6432448888347,UAE Rebar Import CFR Jebel Ali
2024-11-24,Synthetic_External,rebar_uae_import,529.8846336224327,532.5473704748067,535.2101073271807,USD,USD/mt,529.8846336224327,532.5473704748067,535.2101073271807,UAE Rebar Import CFR Jebel Ali
2024-11-25,Synthetic_External,rebar_uae_import,516.7747030489403,519.3715608532063,521.9684186574724,USD,USD/mt,516.7747030489403,519.3715608532063,521.9684186574724,UAE Rebar Import CFR Jebel Ali
2024-11-26,Synthetic_External,rebar_uae_import,519.6226168117252,522.2337857404273,524.8449546691294,USD,USD/mt,519.6226168117252,522.2337857404273,524.8449546691294,UAE Rebar Import CFR Jebel Ali
2024-11-27,Synthetic_External,rebar_uae_import,522.1558559670491,524.7797547407529,527.4036535144567,USD,USD/mt,522.1558559670491,524.7797547407529,527.4036535144567,UAE Rebar Import CFR Jebel Ali
2024-11-28,Synthetic_External,rebar_uae_import,522.371659185873,524.9966423978623,527.6216256098515,USD,USD/mt,522.371659185873,524.9966423978623,527.6216256098515,UAE Rebar Import CFR Jebel Ali
2024-11-29,Synthetic_External,rebar_uae_import,520.4171986131739,523.0323604152502,525.6475222173265,USD,USD/mt,520.4171986131739,523.0323604152502,525.6475222173265,UAE Rebar Import CFR Jebel Ali
2024-11-30,Synthetic_External,rebar_uae_import,507.75964639014745,510.31120240215824,512.862758414169,USD,USD/mt,507.75964639014745,510.31120240215824,512.862758414169,UAE Rebar Import CFR Jebel Ali
2024-12-01,Synthetic_External,rebar_uae_import,504.12411906884597,506.65740609934267,509.19069312983936,USD,USD/mt,504.12411906884597,506.65740609934267,509.19069312983936,UAE Rebar Import CFR Jebel Ali
2024-12-02,Synthetic_External,rebar_uae_import,501.19800849449246,503.7165914517512,506.2351744090099,USD,USD/mt,501.19800849449246,503.7165914517512,506.2351744090099,UAE Rebar Import CFR Jebel Ali
2024-12-03,Synthetic_External,rebar_uae_import,494.1078046271218,496.59075841921793,499.07371221131405,USD,USD/mt,494.1078046271218,496.59075841921793,499.07371221131405,UAE Rebar Import CFR Jebel Ali
2024-12-04,Synthetic_External,rebar_uae_import,492.83207426868364,495.30861735546097,497.7851604422383,USD,USD/mt,492.83207426868364,495.30861735546097,497.7851604422383,UAE Rebar Import CFR Jebel Ali
2024-12-05,Synthetic_External,rebar_uae_import,496.684767234011,499.1806705869457,501.6765739398804,USD,USD/mt,496.684767234011,499.1806705869457,501.6765739398804,UAE Rebar Import CFR Jebel Ali
2024-12-06,Synthetic_External,rebar_uae_import,513.9783461204541,516.5611518798535,519.1439576392528,USD,USD/mt,513.9783461204541,516.5611518798535,519.1439576392528,UAE Rebar Import CFR Jebel Ali
2024-12-07,Synthetic_External,rebar_uae_import,515.7552489392383,518.346983858531,520.9387187778236,USD,USD/mt,515.7552489392383,518.346983858531,520.9387187778236,UAE Rebar Import CFR Jebel Ali
2024-12-08,Synthetic_External,rebar_uae_import,518.2867331157455,520.8911890610508,523.4956450063561,USD,USD/mt,518.2867331157455,520.8911890610508,523.4956450063561,UAE Rebar Import CFR Jebel Ali
2024-12-09,Synthetic_External,rebar_uae_import,517.810207722578,520.4122690679176,523.0143304132572,USD,USD/mt,517.810207722578,520.4122690679176,523.0143304132572,UAE Rebar Import CFR Jebel Ali
2024-12-10,Synthetic_External,rebar_uae_import,500.61338566604945,503.1290308201502,505.64467597425096,USD,USD/mt,500.61338566604945,503.1290308201502,505.64467597425096,UAE Rebar Import CFR Jebel Ali
2024-12-11,Synthetic_External,rebar_uae_import,500.5755329487134,503.09098788815413,505.6064428275949,USD,USD/mt,500.5755329487134,503.09098788815413,505.6064428275949,UAE Rebar Import CFR Jebel Ali
2024-12-12,Synthetic_External,rebar_uae_import,501.3260778948784,503.8453044169632,506.364530939048,USD,USD/mt,501.3260778948784,503.8453044169632,506.364530939048,UAE Rebar Import CFR Jebel Ali
2024-12-13,Synthetic_External,rebar_uae_import,523.8663796324864,526.498874002499,529.1313683725115,USD,USD/mt,523.8663796324864,526.498874002499,529.1313683725115,UAE Rebar Import CFR Jebel Ali
2024-12-14,Synthetic_External,rebar_uae_import,522.3301953667717,524.954970217861,527.5797450689504,USD,USD/mt,522.3301953667717,524.954970217861,527.5797450689504,UAE Rebar Import CFR Jebel Ali
2024-12-15,Synthetic_External,rebar_uae_import,525.2738505351182,527.9134176232344,530.5529847113506,USD,USD/mt,525.2738505351182,527.9134176232344,530.5529847113506,UAE Rebar Import CFR Jebel Ali
2024-12-16,Synthetic_External,rebar_uae_import,525.1701711179801,527.8092172040001,530.4482632900201,USD,USD/mt,525.1701711179801,527.8092172040001,530.4482632900201,UAE Rebar Import CFR Jebel Ali
2024-12-17,Synthetic_External,rebar_uae_import,514.7862978279966,517.3731636462277,519.9600294644588,USD,USD/mt,514.7862978279966,517.3731636462277,519.9600294644588,UAE Rebar Import CFR Jebel Ali
2024-12-18,Synthetic_External,rebar_uae_import,525.3619669221757,528.0019768062068,530.6419866902379,USD,USD/mt,525.3619669221757,528.0019768062068,530.6419866902379,UAE Rebar Import CFR Jebel Ali
2024-12-19,Synthetic_External,rebar_uae_import,532.3946722552371,535.0700223670724,537.7453724789077,USD,USD/mt,532.3946722552371,535.0700223670724,537.7453724789077,UAE Rebar Import CFR Jebel Ali
2024-12-20,Synthetic_External,rebar_uae_import,539.7829949362488,542.4954722977375,545.2079496592262,USD,USD/mt,539.7829949362488,542.4954722977375,545.2079496592262,UAE Rebar Import CFR Jebel Ali
2024-12-21,Synthetic_External,rebar_uae_import,531.754731258333,534.4268655862643,537.0989999141956,USD,USD/mt,531.754731258333,534.4268655862643,537.0989999141956,UAE Rebar Import CFR Jebel Ali
2024-12-22,Synthetic_External,rebar_uae_import,544.6917850671114,547.4289297156898,550.1660743642683,USD,USD/mt,544.6917850671114,547.4289297156898,550.1660743642683,UAE Rebar Import CFR Jebel Ali
2024-12-23,Synthetic_External,rebar_uae_import,532.200104068022,534.8744764502734,537.5488488325248,USD,USD/mt,532.200104068022,534.8744764502734,537.5488488325248,UAE Rebar Import CFR Jebel Ali
2024-12-24,Synthetic_External,rebar_uae_import,537.7406244732339,540.4428386665667,543.1450528598995,USD,USD/mt,537.7406244732339,540.4428386665667,543.1450528598995,UAE Rebar Import CFR Jebel Ali
2024-12-25,Synthetic_External,rebar_uae_import,557.821480513305,560.6246035309598,563.4277265486146,USD,USD/mt,557.821480513305,560.6246035309598,563.4277265486146,UAE Rebar Import CFR Jebel Ali
2024-12-26,Synthetic_External,rebar_uae_import,549.0609882633745,551.820088706909,554.5791891504435,USD,USD/mt,549.0609882633745,551.820088706909,554.5791891504435,UAE Rebar Import CFR Jebel Ali
2024-12-27,Synthetic_External,rebar_uae_import,544.1474465582976,546.881855837485,549.6162651166724,USD,USD/mt,544.1474465582976,546.881855837485,549.6162651166724,UAE Rebar Import CFR Jebel Ali
2024-12-28,Synthetic_External,rebar_uae_import,545.272328063787,548.0123900138562,550.7524519639255,USD,USD/mt,545.272328063787,548.0123900138562,550.7524519639255,UAE Rebar Import CFR Jebel Ali
2024-12-29,Synthetic_External,rebar_uae_import,540.9288975589352,543.6471332250605,546.3653688911859,USD,USD/mt,540.9288975589352,543.6471332250605,546.3653688911859,UAE Rebar Import CFR Jebel Ali
2024-12-30,Synthetic_External,rebar_uae_import,527.0907824334242,529.7394798325872,532.3881772317502,USD,USD/mt,527.0907824334242,529.7394798325872,532.3881772317502,UAE Rebar Import CFR Jebel Ali
2024-12-31,Synthetic_External,rebar_uae_import,527.9340919283056,530.5870270636237,533.2399621989418,USD,USD/mt,527.9340919283056,530.5870270636237,533.2399621989418,UAE Rebar Import CFR Jebel Ali
2025-01-01,Synthetic_External,rebar_uae_import,518.181358049933,520.7852844722945,523.389210894656,USD,USD/mt,518.181358049933,520.7852844722945,523.389210894656,UAE Rebar Import CFR Jebel Ali
2025-01-02,Synthetic_External,rebar_uae_import,522.6969428027668,525.3235606057958,527.9501784088249,USD,USD/mt,522.6969428027668,525.3235606057958,527.9501784088249,UAE Rebar Import CFR Jebel Ali
2025-01-03,Synthetic_External,rebar_uae_import,514.5819295414337,517.1677683833504,519.7536072252672,USD,USD/mt,514.5819295414337,517.1677683833504,519.7536072252672,UAE Rebar Import CFR Jebel Ali
2025-01-04,Synthetic_External,rebar_uae_import,528.8561323364509,531.5137008406541,534.1712693448574,USD,USD/mt,528.8561323364509,531.5137008406541,534.1712693448574,UAE Rebar Import CFR Jebel Ali
2025-01-05,Synthetic_External,rebar_uae_import,521.975062389678,524.5980526529427,527.2210429162074,USD,USD/mt,521.975062389678,524.5980526529427,527.2210429162074,UAE Rebar Import CFR Jebel Ali
